s1_t,s1_v,s1_data,s2_t,s2_v,s2_data,s3_t,s3_v,s3_data,s4_t,s4_v,s4_data,ancient,efficiency,set,slot,grade,level,m_t,i_t,i_v
SPD,21,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,78.44,Shield,2,6,9,HP%,DEF%,8
DEF flat,14,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.67,Shield,2,6,9,HP%,ATK flat,14
SPD,15,"{""enchanted"":false,""gvalue"":4}",DEF%,20,"{""enchanted"":false,""gvalue"":6}",CDmg,17,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,92.35,Shield,3,6,12,DEF flat,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",DEF%,18,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",FALSE,73.21,Shield,3,6,6,DEF flat,,0
SPD,15,"{""enchanted"":false,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",HP flat,375,"{""enchanted"":false,""gvalue"":0}",FALSE,87.59,Shield,3,6,12,DEF flat,ACC,8
HP%,28,"{""enchanted"":false,""gvalue"":6}",CRate,5,"{""enchanted"":false,""gvalue"":0}",DEF%,18,"{""enchanted"":false,""gvalue"":6}",HP flat,247,"{""enchanted"":false,""gvalue"":0}",FALSE,85.09,Shield,3,6,12,DEF flat,,0
SPD,11,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,83.8,Shield,3,6,12,DEF flat,ACC,5
CDmg,5,"{""enchanted"":false,""gvalue"":0}",RES,16,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":false,""gvalue"":0}",DEF%,8,"{""enchanted"":false,""gvalue"":0}",FALSE,75.64,Shield,3,6,9,DEF flat,,0
HP%,23,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":0}",SPD,4,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.58,Shield,4,6,9,ATK%,DEF flat,16
SPD,15,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":0}",DEF flat,19,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.52,Shield,4,6,9,ATK%,CRate,5
SPD,12,"{""enchanted"":true,""gvalue"":4}",HP%,29,"{""enchanted"":false,""gvalue"":7}",RES,14,"{""enchanted"":false,""gvalue"":0}",DEF%,17,"{""enchanted"":false,""gvalue"":7}",FALSE,103.57,Shield,4,6,15,ATK%,,0
HP%,23,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",HP flat,166,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,69.74,Shield,4,6,9,ATK%,,0
DEF%,8,"{""enchanted"":false,""gvalue"":3}",HP%,23,"{""enchanted"":false,""gvalue"":5}",RES,13,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":3}",FALSE,94.64,Shield,5,6,12,HP flat,ATK flat,10
ATK%,20,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,69.73,Shield,5,6,9,HP flat,,0
DEF%,13,"{""enchanted"":false,""gvalue"":0}",HP%,12,"{""enchanted"":false,""gvalue"":0}",CDmg,19,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",FALSE,89.03,Shield,5,6,12,HP flat,RES,7
CRate,4,"{""enchanted"":false,""gvalue"":0}",HP%,22,"{""enchanted"":false,""gvalue"":5}",ATK%,20,"{""enchanted"":false,""gvalue"":6}",SPD,14,"{""enchanted"":false,""gvalue"":4}",FALSE,96.43,Shield,5,6,12,HP flat,DEF flat,10
CRate,10,"{""enchanted"":false,""gvalue"":0}",SPD,7,"{""enchanted"":false,""gvalue"":2}",ATK%,26,"{""enchanted"":false,""gvalue"":6}",HP%,8,"{""enchanted"":true,""gvalue"":0}",FALSE,86.31,Shield,5,6,12,HP flat,,0
SPD,10,"{""enchanted"":false,""gvalue"":4}",RES,14,"{""enchanted"":false,""gvalue"":0}",HP%,25,"{""enchanted"":false,""gvalue"":5}",DEF%,12,"{""enchanted"":true,""gvalue"":4}",FALSE,95.65,Shield,5,6,12,HP flat,ATK flat,14
SPD,14,"{""enchanted"":false,""gvalue"":2}",HP%,19,"{""enchanted"":false,""gvalue"":6}",ATK%,16,"{""enchanted"":false,""gvalue"":5}",DEF flat,19,"{""enchanted"":false,""gvalue"":0}",FALSE,87.02,Shield,5,6,12,HP flat,,0
DEF flat,23,"{""enchanted"":false,""gvalue"":0}",SPD,23,"{""enchanted"":false,""gvalue"":0}",ATK flat,12,"{""enchanted"":false,""gvalue"":0}",RES,6,"{""enchanted"":false,""gvalue"":0}",FALSE,74.7,Shield,5,6,12,HP flat,,0
HP%,16,"{""enchanted"":true,""gvalue"":7}",ACC,13,"{""enchanted"":false,""gvalue"":0}",DEF%,11,"{""enchanted"":false,""gvalue"":6}",SPD,24,"{""enchanted"":false,""gvalue"":3}",FALSE,105.36,Shield,5,6,15,HP flat,RES,6
ATK%,31,"{""enchanted"":false,""gvalue"":5}",SPD,6,"{""enchanted"":false,""gvalue"":0}",DEF flat,17,"{""enchanted"":false,""gvalue"":0}",HP flat,231,"{""enchanted"":false,""gvalue"":0}",FALSE,80.24,Shield,6,6,12,HP%,RES,5
CRate,7,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",DEF%,17,"{""enchanted"":false,""gvalue"":0}",HP%,23,"{""enchanted"":false,""gvalue"":0}",TRUE,90.99,Shield,6,6,15,ATK%,,0
CDmg,10,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",ATK%,19,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",FALSE,85.5,Revenge,1,6,12,ATK flat,HP%,8
RES,8,"{""enchanted"":false,""gvalue"":0}",ATK%,23,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.11,Revenge,1,6,9,ATK flat,,0
HP%,6,"{""enchanted"":false,""gvalue"":0}",ACC,19,"{""enchanted"":false,""gvalue"":0}",CRate,9,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",FALSE,84.22,Revenge,1,6,12,ATK flat,HP flat,339
SPD,15,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":0}",ATK%,8,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,76.79,Revenge,1,6,9,ATK flat,RES,5
HP flat,328,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,72.77,Revenge,1,6,12,ATK flat,,0
HP%,20,"{""enchanted"":false,""gvalue"":5}",CRate,5,"{""enchanted"":false,""gvalue"":0}",SPD,19,"{""enchanted"":false,""gvalue"":3}",ATK%,13,"{""enchanted"":true,""gvalue"":4}",FALSE,98.21,Revenge,1,6,12,ATK flat,RES,5
HP%,12,"{""enchanted"":false,""gvalue"":6}",CRate,16,"{""enchanted"":false,""gvalue"":0}",ATK%,12,"{""enchanted"":false,""gvalue"":0}",RES,5,"{""enchanted"":false,""gvalue"":0}",FALSE,82.95,Revenge,1,6,12,ATK flat,HP flat,241
ACC,6,"{""enchanted"":false,""gvalue"":0}",RES,16,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",FALSE,85.03,Revenge,1,6,9,ATK flat,HP%,6
ACC,7,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.92,Revenge,1,6,7,ATK flat,SPD,6
SPD,14,"{""enchanted"":false,""gvalue"":3}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",HP%,26,"{""enchanted"":false,""gvalue"":6}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,90.39,Revenge,1,6,12,ATK flat,RES,4
RES,19,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,64.29,Revenge,1,6,6,ATK flat,,0
HP%,26,"{""enchanted"":false,""gvalue"":5}",RES,12,"{""enchanted"":false,""gvalue"":0}",ATK%,5,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",FALSE,81.53,Revenge,2,6,15,SPD,DEF flat,13
ACC,15,"{""enchanted"":false,""gvalue"":0}",DEF flat,18,"{""enchanted"":false,""gvalue"":0}",DEF%,14,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,78.09,Revenge,2,6,6,ATK%,CRate,6
ACC,14,"{""enchanted"":false,""gvalue"":0}",ATK%,12,"{""enchanted"":false,""gvalue"":6}",CRate,16,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":true,""gvalue"":0}",FALSE,83.33,Revenge,2,6,12,SPD,,0
RES,8,"{""enchanted"":false,""gvalue"":0}",ATK%,31,"{""enchanted"":false,""gvalue"":0}",HP flat,281,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,73.21,Revenge,2,6,9,HP%,,0
HP%,12,"{""enchanted"":false,""gvalue"":7}",CRate,16,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":2}",RES,5,"{""enchanted"":false,""gvalue"":0}",FALSE,88.69,Revenge,3,6,12,DEF flat,DEF%,5
HP%,20,"{""enchanted"":false,""gvalue"":7}",SPD,19,"{""enchanted"":false,""gvalue"":3}",DEF%,13,"{""enchanted"":false,""gvalue"":7}",HP flat,496,"{""enchanted"":false,""gvalue"":348}",FALSE,99.66,Revenge,3,6,12,DEF flat,RES,8
HP%,8,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",RES,19,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,77.98,Revenge,3,6,9,DEF flat,ACC,7
RES,5,"{""enchanted"":false,""gvalue"":0}",ATK%,22,"{""enchanted"":false,""gvalue"":0}",DEF%,17,"{""enchanted"":false,""gvalue"":4}",,0,{},FALSE,75,Revenge,4,6,9,CDmg,,0
CRate,8,"{""enchanted"":true,""gvalue"":0}",DEF%,18,"{""enchanted"":false,""gvalue"":5}",HP%,29,"{""enchanted"":false,""gvalue"":7}",ATK%,13,"{""enchanted"":false,""gvalue"":6}",FALSE,105.95,Revenge,4,6,12,CDmg,SPD,6
SPD,9,"{""enchanted"":false,""gvalue"":0}",ATK%,13,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,61.61,Revenge,4,6,6,HP%,,0
CDmg,6,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":7}",SPD,12,"{""enchanted"":false,""gvalue"":2}",CRate,10,"{""enchanted"":false,""gvalue"":0}",FALSE,85.88,Revenge,5,6,15,HP flat,,0
SPD,10,"{""enchanted"":false,""gvalue"":0}",CRate,15,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,78.87,Revenge,5,6,12,HP flat,RES,4
SPD,14,"{""enchanted"":false,""gvalue"":4}",ATK%,23,"{""enchanted"":false,""gvalue"":3}",HP%,12,"{""enchanted"":false,""gvalue"":7}",DEF%,16,"{""enchanted"":true,""gvalue"":7}",FALSE,97.92,Revenge,5,6,12,HP flat,,0
ACC,5,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",ATK flat,17,"{""enchanted"":false,""gvalue"":0}",FALSE,80.71,Revenge,5,6,12,HP flat,CDmg,7
SPD,12,"{""enchanted"":false,""gvalue"":0}",DEF%,18,"{""enchanted"":false,""gvalue"":5}",ACC,13,"{""enchanted"":false,""gvalue"":0}",DEF flat,12,"{""enchanted"":false,""gvalue"":0}",FALSE,85.18,Revenge,5,6,12,HP flat,RES,6
CRate,4,"{""enchanted"":false,""gvalue"":0}",DEF flat,24,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",FALSE,74.86,Revenge,5,6,9,HP flat,CDmg,5
DEF flat,12,"{""enchanted"":false,""gvalue"":0}",SPD,21,"{""enchanted"":false,""gvalue"":3}",HP%,17,"{""enchanted"":false,""gvalue"":5}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,87.56,Revenge,5,6,12,HP flat,RES,4
SPD,14,"{""enchanted"":false,""gvalue"":3}",DEF%,13,"{""enchanted"":false,""gvalue"":6}",CDmg,25,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,94.86,Revenge,5,6,12,HP flat,,0
CRate,16,"{""enchanted"":false,""gvalue"":0}",HP%,16,"{""enchanted"":false,""gvalue"":4}",ACC,5,"{""enchanted"":false,""gvalue"":0}",ATK flat,16,"{""enchanted"":false,""gvalue"":0}",FALSE,82.62,Revenge,5,6,12,HP flat,RES,7
CRate,11,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.11,Revenge,6,6,9,RES,,0
CRate,14,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",DEF flat,32,"{""enchanted"":false,""gvalue"":0}",FALSE,72.2,Revenge,6,6,9,HP%,HP flat,262
SPD,12,"{""enchanted"":false,""gvalue"":3}",CRate,5,"{""enchanted"":false,""gvalue"":0}",HP%,17,"{""enchanted"":false,""gvalue"":4}",CDmg,19,"{""enchanted"":false,""gvalue"":0}",FALSE,97.66,Destroy,1,6,12,ATK flat,ATK%,8
HP%,14,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",HP flat,286,"{""enchanted"":false,""gvalue"":0}",FALSE,73.9,Destroy,1,6,12,ATK flat,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",ATK%,28,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.32,Destroy,1,6,9,ATK flat,,0
CRate,16,"{""enchanted"":false,""gvalue"":0}",SPD,4,"{""enchanted"":false,""gvalue"":0}",ATK%,13,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.13,Destroy,1,6,9,ATK flat,,0
SPD,15,"{""enchanted"":false,""gvalue"":0}",HP flat,193,"{""enchanted"":false,""gvalue"":0}",ACC,16,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,83.98,Destroy,1,6,12,ATK flat,ATK%,8
CDmg,6,"{""enchanted"":false,""gvalue"":0}",RES,21,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",FALSE,76.96,Destroy,1,6,12,ATK flat,,0
HP%,13,"{""enchanted"":false,""gvalue"":0}",RES,6,"{""enchanted"":false,""gvalue"":0}",ACC,9,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,60.71,Destroy,2,6,6,SPD,,0
HP flat,586,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,72.16,Destroy,2,6,9,HP%,,0
ACC,7,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",HP%,22,"{""enchanted"":false,""gvalue"":0}",,0,{},TRUE,72.32,Destroy,3,6,9,DEF flat,,0
CDmg,5,"{""enchanted"":false,""gvalue"":0}",HP flat,197,"{""enchanted"":false,""gvalue"":0}",ACC,22,"{""enchanted"":false,""gvalue"":0}",RES,10,"{""enchanted"":false,""gvalue"":0}",FALSE,71.26,Destroy,3,6,12,DEF flat,,0
CRate,16,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",FALSE,79.76,Destroy,3,6,12,DEF flat,,0
ATK%,15,"{""enchanted"":false,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":0}",DEF%,13,"{""enchanted"":false,""gvalue"":0}",CDmg,13,"{""enchanted"":false,""gvalue"":0}",TRUE,89.46,Destroy,4,6,12,HP%,,0
DEF%,6,"{""enchanted"":false,""gvalue"":0}",ATK%,6,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,55.36,Destroy,4,6,0,HP%,RES,6
SPD,15,"{""enchanted"":false,""gvalue"":4}",DEF%,22,"{""enchanted"":false,""gvalue"":7}",HP%,14,"{""enchanted"":true,""gvalue"":6}",ACC,22,"{""enchanted"":false,""gvalue"":0}",FALSE,105.36,Destroy,5,6,15,HP flat,,0
HP%,28,"{""enchanted"":false,""gvalue"":7}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":7}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,96.67,Destroy,5,6,12,HP flat,ATK flat,13
ATK flat,11,"{""enchanted"":false,""gvalue"":0}",DEF%,27,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.8,Destroy,5,6,9,HP flat,RES,7
DEF%,14,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",CDmg,17,"{""enchanted"":false,""gvalue"":0}",FALSE,76.28,Destroy,5,6,9,HP flat,,0
ACC,7,"{""enchanted"":false,""gvalue"":0}",HP%,7,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,62.8,Destroy,5,6,0,HP flat,ATK%,5
HP%,13,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",RES,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,76.31,Destroy,5,6,9,HP flat,DEF flat,14
DEF%,6,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",CRate,8,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.7,Destroy,5,6,9,HP flat,ATK%,7
SPD,11,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.92,Destroy,6,6,9,DEF%,,0
RES,4,"{""enchanted"":false,""gvalue"":0}",HP%,7,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,51.66,Destroy,6,6,0,ATK%,,0
ACC,17,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":3}",HP%,14,"{""enchanted"":false,""gvalue"":4}",FALSE,86.01,Fight,3,6,12,DEF flat,,0
SPD,6,"{""enchanted"":true,""gvalue"":3}",CRate,8,"{""enchanted"":false,""gvalue"":0}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",FALSE,63.61,Determination,2,6,15,DEF%,,0
DEF%,29,"{""enchanted"":false,""gvalue"":6}",RES,21,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":true,""gvalue"":7}",FALSE,98.51,Determination,3,6,15,DEF flat,,0
RES,20,"{""enchanted"":false,""gvalue"":0}",ATK%,10,"{""enchanted"":false,""gvalue"":0}",DEF%,16,"{""enchanted"":true,""gvalue"":7}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",FALSE,81.74,Determination,5,5,12,HP flat,,0
SPD,14,"{""enchanted"":false,""gvalue"":3}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",ATK%,27,"{""enchanted"":false,""gvalue"":6}",FALSE,90.77,Enhance,1,6,12,ATK flat,,0
CDmg,7,"{""enchanted"":false,""gvalue"":0}",SPD,19,"{""enchanted"":false,""gvalue"":4}",DEF%,18,"{""enchanted"":false,""gvalue"":4}",RES,8,"{""enchanted"":false,""gvalue"":0}",FALSE,88.69,Accuracy,3,6,12,DEF flat,,0
DEF%,8,"{""enchanted"":false,""gvalue"":0}",SPD,4,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",RES,18,"{""enchanted"":false,""gvalue"":0}",FALSE,69.05,Tolerance,3,6,6,DEF flat,,0
SPD,14,"{""enchanted"":false,""gvalue"":3}",DEF%,28,"{""enchanted"":false,""gvalue"":5}",HP%,12,"{""enchanted"":false,""gvalue"":7}",CRate,4,"{""enchanted"":true,""gvalue"":0}",FALSE,92.86,Tolerance,6,6,15,ATK%,,0
ACC,6,"{""enchanted"":true,""gvalue"":0}",SPD,24,"{""enchanted"":false,""gvalue"":4}",CRate,4,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":false,""gvalue"":7}",FALSE,92.26,Destroy,1,6,15,ATK flat,ATK%,5
HP%,33,"{""enchanted"":false,""gvalue"":5}",ATK flat,34,"{""enchanted"":false,""gvalue"":14}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",DEF%,9,"{""enchanted"":false,""gvalue"":3}",FALSE,84.39,Violent,2,6,15,SPD,,0
ACC,8,"{""enchanted"":false,""gvalue"":0}",SPD,20,"{""enchanted"":false,""gvalue"":4}",DEF%,21,"{""enchanted"":false,""gvalue"":3}",HP%,15,"{""enchanted"":true,""gvalue"":6}",FALSE,105.06,Violent,3,6,15,DEF flat,RES,7
DEF%,16,"{""enchanted"":true,""gvalue"":5}",ACC,13,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":3}",ATK flat,23,"{""enchanted"":false,""gvalue"":10}",FALSE,85.95,Violent,4,6,15,HP%,,0
ATK%,14,"{""enchanted"":false,""gvalue"":6}",DEF%,27,"{""enchanted"":false,""gvalue"":6}",HP%,18,"{""enchanted"":false,""gvalue"":5}",SPD,11,"{""enchanted"":true,""gvalue"":3}",FALSE,108.63,Violent,5,6,15,HP flat,CRate,6
ACC,7,"{""enchanted"":true,""gvalue"":0}",DEF%,24,"{""enchanted"":false,""gvalue"":7}",SPD,21,"{""enchanted"":false,""gvalue"":4}",ATK%,13,"{""enchanted"":false,""gvalue"":7}",FALSE,101.86,Destroy,6,6,15,HP%,HP flat,195
CRate,15,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":true,""gvalue"":0}",HP%,7,"{""enchanted"":false,""gvalue"":0}",FALSE,77.3,Fatal,1,6,15,ATK flat,,0
SPD,16,"{""enchanted"":false,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",CRate,3,"{""enchanted"":true,""gvalue"":0}",FALSE,72.11,Shield,2,6,15,ATK%,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",CDmg,18,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":true,""gvalue"":1}",FALSE,73.72,Fatal,3,6,15,DEF flat,,0
CRate,16,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",HP%,11,"{""enchanted"":false,""gvalue"":4}",ATK%,10,"{""enchanted"":true,""gvalue"":4}",FALSE,80.65,Fatal,4,6,15,CDmg,,0
DEF%,19,"{""enchanted"":false,""gvalue"":4}",HP%,11,"{""enchanted"":false,""gvalue"":3}",CRate,16,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":4}",FALSE,103.49,Shield,5,6,12,HP flat,CDmg,4
ACC,16,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",CRate,2,"{""enchanted"":true,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",FALSE,68.54,Fatal,6,6,15,ATK%,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":2}",ATK%,25,"{""enchanted"":false,""gvalue"":7}",ACC,12,"{""enchanted"":false,""gvalue"":0}",FALSE,90.18,Focus,1,6,12,ATK flat,,0
SPD,11,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",CRate,14,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",FALSE,80.65,Shield,2,6,15,ATK%,CDmg,7
RES,8,"{""enchanted"":true,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",CRate,14,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,78.74,Violent,3,6,12,DEF flat,,0
HP%,7,"{""enchanted"":false,""gvalue"":0}",CRate,15,"{""enchanted"":false,""gvalue"":0}",ATK%,5,"{""enchanted"":true,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",FALSE,71.43,Violent,4,6,15,CDmg,,0
CRate,16,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",DEF%,19,"{""enchanted"":false,""gvalue"":0}",ATK%,5,"{""enchanted"":false,""gvalue"":0}",FALSE,82.44,Violent,5,6,12,HP flat,,0
ATK flat,11,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",DEF%,18,"{""enchanted"":false,""gvalue"":0}",CDmg,18,"{""enchanted"":false,""gvalue"":0}",FALSE,78.37,Violent,6,6,15,ATK%,,0
HP flat,526,"{""enchanted"":false,""gvalue"":0}",RES,13,"{""enchanted"":false,""gvalue"":0}",ATK flat,11,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",FALSE,78.4,Will,4,6,15,DEF%,ATK%,7
