s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"CDmg";4;{"enchanted":false,"gvalue":0};"ATK%";27;{"enchanted":false,"gvalue":6};"HP%";13;{"enchanted":false,"gvalue":0};"HP flat";302;{"enchanted":false,"gvalue":0};"row_613";613;23132828914;0;0;"Inventory";"Inventory";false;78.39;"Shield";1;6;12;"ATK flat";118;"";0;0;"-";4;"-";"-";27;"-";"-";13;302;"-";"-";"Hero";78.39
"CRate";12;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_614";614;31208976791;0;0;"Inventory";"Inventory";false;80.36;"Shield";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";8;14;"-";"-";"-";"-";9;12;"Hero";80.36
"HP flat";287;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"row_615";615;37185485807;0;0;"Inventory";"Inventory";false;86.96;"Shield";1;6;12;"ATK flat";118;"ACC";6;0;"-";"-";"-";"-";15;"-";"-";"-";287;10;15;"Legend";86.96
"ATK%";18;{"enchanted":false,"gvalue":3};"CDmg";17;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":true,"gvalue":3};"row_616";616;37372305816;0;0;"Inventory";"Inventory";false;87.51;"Shield";1;6;12;"ATK flat";118;"HP flat";180;0;"-";17;"-";"-";18;"-";"-";"-";"-";9;5;"Hero";87.51
"SPD";17;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_617";617;37421226792;0;0;"Inventory";"Inventory";false;78.15;"Shield";1;6;12;"ATK flat";118;"ACC";4;0;6;6;"-";"-";8;"-";"-";"-";"-";17;"-";"Rare";78.15
"ACC";27;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_618";618;37491600175;0;0;"Inventory";"Inventory";false;89.29;"Shield";1;6;12;"ATK flat";118;"ATK%";7;0;"-";7;"-";27;"-";"-";"-";10;"-";"-";6;"Legend";89.29
"ACC";20;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"";0;{};"row_619";619;37858333305;0;0;"Inventory";"Inventory";false;80.36;"Shield";1;6;9;"ATK flat";94;"CRate";6;0;8;"-";"-";20;14;"-";"-";"-";"-";"-";"-";"Hero";87.5
"HP%";8;{"enchanted":false,"gvalue":0};"HP flat";765;{"enchanted":false,"gvalue":0};"ACC";16;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"row_620";620;38063936167;0;0;"Inventory";"Inventory";false;76.04;"Shield";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";16;13;"-";"-";8;765;"-";"-";"Legend";76.04
"SPD";10;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_621";621;38109715344;0;0;"Inventory";"Inventory";false;80.23;"Shield";1;6;12;"ATK flat";118;"";0;0;"-";13;"-";"-";15;"-";"-";"-";"-";10;5;"Hero";80.23
"ATK%";14;{"enchanted":false,"gvalue":0};"CRate";17;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"row_622";622;38110455282;0;0;"Inventory";"Inventory";false;75.6;"Shield";1;6;12;"ATK flat";118;"";0;0;4;"-";"-";4;14;"-";"-";"-";"-";"-";17;"Hero";75.6
"ATK%";13;{"enchanted":true,"gvalue":6};"HP flat";695;{"enchanted":false,"gvalue":394};"CDmg";28;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_623";623;38306863026;0;0;"Inventory";"Inventory";false;87.27;"Shield";1;6;12;"ATK flat";118;"";0;0;"-";28;"-";"-";13;"-";"-";"-";695;"-";4;"Hero";87.27
"CDmg";13;{"enchanted":false,"gvalue":0};"HP flat";674;{"enchanted":false,"gvalue":370};"ATK%";29;{"enchanted":false,"gvalue":8};"SPD";10;{"enchanted":true,"gvalue":3};"row_624";624;37623646903;0;0;"Inventory";"Inventory";false;99.15;"Shield";1;6;12;"ATK flat";118;"CRate";5;0;"-";13;"-";"-";29;"-";"-";"-";674;10;"-";"Hero";99.15
"CRate";6;{"enchanted":false,"gvalue":0};"ATK%";20;{"enchanted":false,"gvalue":4};"ACC";22;{"enchanted":false,"gvalue":0};"HP flat";175;{"enchanted":false,"gvalue":0};"row_625";625;26376990731;0;0;"Inventory";"Inventory";false;86.11;"Shield";1;6;12;"ATK flat";118;"CDmg";4;0;"-";"-";"-";22;20;"-";"-";"-";175;"-";6;"Hero";86.11
"CRate";21;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":false,"gvalue":6};"row_626";626;23173155075;0;0;"Inventory";"Inventory";false;80.99;"Shield";1;6;15;"ATK flat";160;"";0;0;"-";5;"-";6;11;"-";"-";"-";"-";"-";21;"Hero";80.99
"SPD";23;{"enchanted":false,"gvalue":4};"HP%";14;{"enchanted":true,"gvalue":5};"CRate";5;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":false,"gvalue":5};"row_627";627;37597100942;0;0;"Inventory";"Inventory";false;98.51;"Shield";1;6;12;"ATK flat";118;"ACC";8;0;"-";"-";"-";"-";11;"-";"-";14;"-";23;5;"Hero";98.51
"HP%";8;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"row_628";628;37386968402;0;0;"Inventory";"Inventory";false;70.24;"Shield";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";"-";"-";"-";"-";8;"-";18;5;"Rare";77.38
"HP%";10;{"enchanted":false,"gvalue":5};"DEF%";33;{"enchanted":false,"gvalue":4};"SPD";6;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"row_629";629;22168598143;0;0;"Inventory";"Inventory";false;88.39;"Shield";3;6;12;"DEF flat";118;"ACC";4;0;4;"-";"-";"-";"-";33;"-";10;"-";6;"-";"Hero";88.39
"ACC";8;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":6};"HP flat";186;{"enchanted":false,"gvalue":0};"row_630";630;36708604663;0;0;"Inventory";"Inventory";false;80.34;"Shield";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";8;"-";12;"-";"-";186;21;"-";"Hero";80.34
"HP%";20;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"DEF%";16;{"enchanted":false,"gvalue":0};"";0;{};"row_631";631;37337961379;0;0;"Inventory";"Inventory";false;77.89;"Shield";3;6;9;"DEF flat";94;"SPD";5;0;"-";4;"-";"-";"-";16;"-";20;"-";"-";"-";"Hero";85.03
"DEF%";7;{"enchanted":false,"gvalue":0};"CDmg";19;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"";0;{};"row_632";632;37844436586;0;0;"Inventory";"Inventory";false;73.26;"Shield";3;6;9;"DEF flat";94;"";0;0;"-";19;"-";"-";"-";7;"-";"-";"-";10;"-";"Hero";80.4
"CRate";12;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"CDmg";18;{"enchanted":false,"gvalue":0};"";0;{};"row_633";633;37857802330;0;0;"Inventory";"Inventory";false;81.76;"Shield";3;6;9;"DEF flat";94;"SPD";6;0;7;18;"-";"-";"-";"-";"-";"-";"-";"-";12;"Hero";88.9
"SPD";16;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"";0;{};"row_634";634;38076851566;0;0;"Inventory";"Inventory";false;74.4;"Shield";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";"-";"-";14;"-";"-";"-";16;6;"Hero";81.55
"ACC";4;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"CDmg";18;{"enchanted":false,"gvalue":0};"";0;{};"row_635";635;38110027164;0;0;"Inventory";"Inventory";false;69.26;"Shield";3;6;9;"DEF flat";94;"";0;0;"-";18;"-";4;"-";13;"-";"-";"-";"-";"-";"Hero";76.4
"SPD";18;{"enchanted":false,"gvalue":3};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"HP flat";152;{"enchanted":false,"gvalue":0};"row_636";636;37135737099;0;0;"Inventory";"Inventory";false;76.96;"Shield";3;6;12;"DEF flat";118;"";0;0;"-";11;"-";"-";"-";"-";"-";"-";152;18;6;"Hero";76.96
"ACC";7;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":4};"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"row_637";637;31183620999;0;0;"Inventory";"Inventory";false;82.61;"Shield";3;6;12;"DEF flat";118;"RES";4;0;"-";6;"-";7;"-";"-";"-";"-";"-";21;5;"Rare";82.61
"CRate";20;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":6};"DEF%";12;{"enchanted":false,"gvalue":5};"SPD";8;{"enchanted":false,"gvalue":3};"row_638";638;31166010386;0;0;"Inventory";"Inventory";false;90.48;"Shield";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";12;"-";12;"-";8;20;"Hero";90.48
"SPD";20;{"enchanted":false,"gvalue":3};"RES";8;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_639";639;23725290462;0;0;"Inventory";"Inventory";false;88.1;"Shield";3;6;12;"DEF flat";118;"";0;0;8;14;"-";8;"-";"-";"-";"-";"-";20;"-";"Hero";88.1
"HP flat";995;{"enchanted":false,"gvalue":423};"ACC";20;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":6};"HP%";5;{"enchanted":false,"gvalue":0};"row_640";640;26377420901;0;0;"Inventory";"Inventory";false;83.58;"Shield";4;6;15;"CDmg";80;"RES";5;0;"-";"-";"-";20;13;"-";"-";5;995;"-";"-";"Legend";83.58
"ACC";7;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":0};"ATK%";16;{"enchanted":false,"gvalue":0};"ATK flat";11;{"enchanted":false,"gvalue":0};"row_641";641;37357282804;0;0;"Inventory";"Inventory";false;73.69;"Shield";4;6;15;"HP%";63;"";0;0;"-";"-";11;7;16;"-";"-";"-";"-";13;"-";"Hero";73.69
"CRate";6;{"enchanted":false,"gvalue":0};"DEF flat";33;{"enchanted":false,"gvalue":0};"RES";19;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_642";642;37399086371;0;0;"Inventory";"Inventory";false;72.86;"Shield";4;6;9;"CDmg";47;"";0;0;19;"-";"-";"-";"-";"-";33;8;"-";"-";6;"Legend";80
"SPD";14;{"enchanted":false,"gvalue":4};"HP%";14;{"enchanted":true,"gvalue":6};"DEF%";24;{"enchanted":false,"gvalue":5};"ATK%";14;{"enchanted":false,"gvalue":6};"row_643";643;36836820994;0;0;"Inventory";"Inventory";false;98.81;"Shield";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";14;24;"-";14;"-";14;"-";"Hero";98.81
"SPD";13;{"enchanted":false,"gvalue":3};"HP%";15;{"enchanted":true,"gvalue":5};"ATK%";30;{"enchanted":false,"gvalue":7};"CDmg";7;{"enchanted":false,"gvalue":0};"row_644";644;38353234441;0;0;"Inventory";"Inventory";false;104.46;"Shield";5;6;12;"HP flat";1800;"CRate";5;0;"-";7;"-";"-";30;"-";"-";15;"-";13;"-";"Legend";104.46
"DEF%";19;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"row_645";645;38553601266;0;0;"Inventory";"Inventory";false;66.07;"Shield";5;6;6;"HP flat";1080;"";0;0;"-";"-";"-";7;"-";19;"-";"-";"-";6;"-";"Hero";80.36
"SPD";25;{"enchanted":false,"gvalue":4};"CRate";5;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":4};"RES";7;{"enchanted":false,"gvalue":0};"row_646";646;23869277618;0;0;"Inventory";"Inventory";false;88.39;"Shield";5;6;12;"HP flat";1800;"";0;0;7;"-";"-";"-";"-";"-";"-";12;"-";25;5;"Hero";88.39
"CDmg";13;{"enchanted":false,"gvalue":0};"CRate";12;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"row_647";647;36813238278;0;0;"Inventory";"Inventory";false;75.77;"Shield";5;6;12;"HP flat";1800;"";0;0;"-";13;"-";"-";7;"-";"-";7;"-";"-";12;"Rare";75.77
"SPD";23;{"enchanted":false,"gvalue":3};"ATK%";12;{"enchanted":false,"gvalue":4};"CRate";5;{"enchanted":true,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":4};"row_648";648;37134604921;0;0;"Inventory";"Inventory";false;90.48;"Shield";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";12;"-";"-";12;"-";23;5;"Hero";90.48
"RES";17;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":6};"DEF%";12;{"enchanted":false,"gvalue":4};"CDmg";6;{"enchanted":false,"gvalue":0};"row_649";649;22838672937;0;0;"Inventory";"Inventory";false;85.59;"Shield";5;6;12;"HP flat";1800;"";0;0;17;6;"-";"-";"-";12;"-";20;"-";"-";"-";"Hero";85.59
"SPD";15;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_650";650;37970278553;0;0;"Inventory";"Inventory";false;76.4;"Shield";5;6;9;"HP flat";1440;"CDmg";4;0;"-";"-";"-";"-";"-";13;"-";"-";"-";15;6;"Hero";83.55
"SPD";19;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"";0;{};"row_651";651;31261943160;0;0;"Inventory";"Inventory";false;72.62;"Shield";6;6;9;"HP flat";1440;"";0;0;"-";"-";"-";8;"-";"-";"-";"-";"-";19;6;"Hero";79.76
"DEF%";8;{"enchanted":false,"gvalue":0};"ACC";21;{"enchanted":false,"gvalue":0};"RES";10;{"enchanted":false,"gvalue":0};"";0;{};"row_652";652;37207020552;0;0;"Inventory";"Inventory";false;70.54;"Shield";6;6;9;"HP%";38;"";0;0;10;"-";"-";21;"-";8;"-";"-";"-";"-";"-";"Hero";77.68
"DEF flat";12;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"row_653";653;37491299601;0;0;"Inventory";"Inventory";false;67.07;"Shield";6;6;9;"ATK%";38;"DEF%";7;0;"-";5;"-";"-";"-";"-";12;"-";"-";"-";15;"Rare";74.21
"ATK flat";20;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"ACC";21;{"enchanted":false,"gvalue":0};"";0;{};"row_654";654;38441801448;0;0;"Inventory";"Inventory";false;70.54;"Shield";6;6;9;"HP%";38;"";0;0;"-";"-";20;21;"-";14;"-";"-";"-";"-";"-";"Hero";77.68
"HP%";13;{"enchanted":true,"gvalue":5};"ACC";4;{"enchanted":false,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":3};"CRate";6;{"enchanted":false,"gvalue":0};"row_655";655;23111803253;0;0;"Inventory";"Inventory";false;89.33;"Shield";6;6;15;"DEF%";63;"CDmg";5;0;"-";"-";"-";4;"-";"-";"-";13;"-";22;6;"Hero";89.33
"DEF%";5;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"HP%";28;{"enchanted":false,"gvalue":0};"ATK flat";15;{"enchanted":false,"gvalue":0};"row_656";656;31082140071;0;0;"Inventory";"Inventory";false;71.43;"Shield";6;6;12;"ATK%";47;"";0;0;4;"-";15;"-";"-";5;"-";28;"-";"-";"-";"Legend";71.43
"HP%";15;{"enchanted":false,"gvalue":4};"HP flat";723;{"enchanted":true,"gvalue":407};"CRate";16;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":3};"row_657";657;22608295239;0;0;"Inventory";"Inventory";false;84.56;"Revenge";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";"-";"-";"-";"-";15;723;8;16;"Hero";84.56
"SPD";13;{"enchanted":false,"gvalue":2};"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_658";658;36763485412;0;0;"Inventory";"Inventory";false;87.12;"Revenge";1;6;12;"ATK flat";118;"RES";7;0;"-";11;"-";"-";"-";"-";"-";6;"-";13;11;"Hero";87.12
"SPD";13;{"enchanted":false,"gvalue":2};"ATK%";15;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_659";659;37353391980;0;0;"Inventory";"Inventory";false;81.55;"Revenge";1;6;12;"ATK flat";118;"";0;0;"-";7;"-";"-";15;"-";"-";11;"-";13;"-";"Hero";81.55
"HP%";13;{"enchanted":false,"gvalue":0};"ATK%";16;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"row_660";660;37435347361;0;0;"Inventory";"Inventory";false;77.98;"Revenge";1;6;9;"ATK flat";94;"";0;0;13;"-";"-";"-";16;"-";"-";13;"-";4;"-";"Legend";85.12
"HP%";12;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"HP flat";273;{"enchanted":false,"gvalue":0};"";0;{};"row_661";661;37491337881;0;0;"Inventory";"Inventory";false;74.03;"Revenge";1;6;9;"ATK flat";94;"CRate";5;0;"-";"-";"-";"-";"-";"-";"-";12;273;16;"-";"Hero";81.17
"HP%";15;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":4};"ATK%";18;{"enchanted":true,"gvalue":7};"row_662";662;37857778986;0;0;"Inventory";"Inventory";false;100.04;"Revenge";1;6;12;"ATK flat";118;"CDmg";5;0;"-";"-";"-";"-";18;"-";"-";15;"-";9;16;"Hero";100.04
"CDmg";14;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":2};"ATK%";14;{"enchanted":false,"gvalue":7};"row_663";663;37867755741;0;0;"Inventory";"Inventory";false;89.88;"Revenge";1;6;12;"ATK flat";118;"";0;0;"-";14;"-";"-";14;"-";"-";"-";"-";13;10;"Hero";89.88
"HP%";27;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_664";664;38553260345;0;0;"Inventory";"Inventory";false;79.46;"Revenge";1;6;12;"ATK flat";118;"";0;0;6;7;"-";"-";"-";"-";"-";27;"-";"-";6;"Hero";79.46
"HP flat";640;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"row_665";665;37970106122;0;0;"Inventory";"Inventory";false;72.46;"Revenge";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";"-";13;"-";"-";"-";640;12;4;"Legend";72.46
"CRate";6;{"enchanted":true,"gvalue":0};"ATK%";39;{"enchanted":false,"gvalue":10};"HP%";13;{"enchanted":false,"gvalue":6};"CDmg";11;{"enchanted":false,"gvalue":0};"row_666";666;36800596044;0;0;"Inventory";"Inventory";false;102.6;"Revenge";1;6;12;"ATK flat";118;"HP flat";219;0;"-";11;"-";"-";39;"-";"-";13;"-";"-";6;"Legend";102.6
"DEF%";26;{"enchanted":false,"gvalue":6};"HP%";18;{"enchanted":false,"gvalue":4};"ACC";7;{"enchanted":false,"gvalue":0};"DEF flat";38;{"enchanted":true,"gvalue":22};"row_667";667;31182551078;0;0;"Inventory";"Inventory";false;89.82;"Revenge";2;6;15;"SPD";42;"ATK flat";10;0;"-";"-";"-";7;"-";26;38;18;"-";"-";"-";"Hero";89.82
"RES";7;{"enchanted":false,"gvalue":0};"CDmg";24;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"row_668";668;37185593481;0;0;"Inventory";"Inventory";false;83.42;"Revenge";2;6;12;"SPD";31;"ACC";5;0;7;24;"-";"-";8;6;"-";"-";"-";"-";"-";"Hero";83.42
"CDmg";12;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"ATK%";20;{"enchanted":false,"gvalue":6};"row_669";669;37601172223;0;0;"Inventory";"Inventory";false;93.41;"Revenge";2;6;12;"DEF%";47;"HP flat";179;0;"-";12;"-";15;20;"-";"-";14;"-";"-";"-";"Legend";93.41
"SPD";15;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"row_670";670;38318002223;0;0;"Inventory";"Inventory";false;76.43;"Revenge";2;6;9;"DEF%";38;"DEF flat";18;0;"-";"-";"-";8;14;"-";"-";"-";"-";15;"-";"Hero";83.57
"ACC";8;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":6};"HP%";20;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_671";671;38553560361;0;0;"Inventory";"Inventory";false;82.14;"Revenge";2;6;12;"SPD";31;"CDmg";7;0;5;"-";"-";8;"-";11;"-";20;"-";"-";"-";"Hero";82.14
"CRate";12;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_672";672;38626446069;0;0;"Inventory";"Inventory";false;78.57;"Revenge";2;6;9;"SPD";25;"ATK%";6;0;13;"-";"-";"-";"-";"-";"-";13;"-";"-";12;"Hero";85.71
"DEF%";5;{"enchanted":true,"gvalue":0};"RES";15;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"row_673";673;31182139605;0;0;"Inventory";"Inventory";false;78.57;"Revenge";3;6;12;"DEF flat";118;"";0;0;15;"-";"-";6;"-";5;"-";22;"-";"-";"-";"Hero";78.57
"CRate";10;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"row_674";674;31981046542;0;0;"Inventory";"Inventory";false;76.06;"Revenge";3;6;12;"DEF flat";118;"";0;0;"-";13;"-";"-";"-";5;"-";12;"-";"-";10;"Hero";76.06
"SPD";17;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"";0;{};"row_675";675;32215722781;0;0;"Inventory";"Inventory";false;74.11;"Revenge";3;6;9;"DEF flat";94;"CRate";4;0;4;"-";"-";"-";"-";"-";"-";11;"-";17;"-";"Hero";81.25
"RES";14;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":3};"HP%";20;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"row_676";676;37124386638;0;0;"Inventory";"Inventory";false;85.82;"Revenge";3;6;12;"DEF flat";118;"HP flat";306;0;14;6;"-";"-";"-";"-";"-";20;"-";9;"-";"Hero";85.82
"SPD";10;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"row_677";677;37373042017;0;0;"Inventory";"Inventory";false;71.73;"Revenge";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";7;"-";"-";"-";20;"-";10;"-";"Hero";78.87
"RES";8;{"enchanted":false,"gvalue":0};"CRate";14;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":3};"DEF%";22;{"enchanted":false,"gvalue":7};"row_678";678;37490926591;0;0;"Inventory";"Inventory";false;94.64;"Revenge";3;6;12;"DEF flat";118;"";0;0;8;"-";"-";"-";"-";22;"-";"-";"-";13;14;"Legend";94.64
"CDmg";9;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"row_679";679;37520156328;0;0;"Inventory";"Inventory";false;77.64;"Revenge";3;6;9;"DEF flat";94;"";0;0;"-";9;"-";8;"-";"-";"-";14;"-";11;"-";"Legend";84.78
"CRate";10;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"CDmg";17;{"enchanted":false,"gvalue":0};"";0;{};"row_680";680;37860939564;0;0;"Inventory";"Inventory";false;76.57;"Revenge";3;6;9;"DEF flat";94;"DEF%";8;0;"-";17;"-";"-";"-";"-";"-";5;"-";"-";10;"Hero";83.72
"SPD";15;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"";0;{};"row_681";681;37875329989;0;0;"Inventory";"Inventory";false;76.49;"Revenge";3;6;9;"DEF flat";94;"CRate";5;0;13;"-";"-";"-";"-";"-";"-";6;"-";15;"-";"Hero";83.63
"SPD";18;{"enchanted":false,"gvalue":3};"HP flat";1145;{"enchanted":false,"gvalue":434};"CRate";12;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"row_682";682;38077463641;0;0;"Inventory";"Inventory";false;88.46;"Revenge";3;6;12;"DEF flat";118;"";0;0;"-";6;"-";"-";"-";"-";"-";"-";1145;18;12;"Legend";88.46
"DEF%";21;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"row_683";683;38095506035;0;0;"Inventory";"Inventory";false;73.51;"Revenge";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";"-";"-";21;"-";8;"-";"-";10;"Hero";80.65
