s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"SPD";9;{"enchanted":false,"gvalue":0};"DEF%";27;{"enchanted":false,"gvalue":6};"CDmg";6;{"enchanted":false,"gvalue":0};"ATK flat";19;{"enchanted":false,"gvalue":0};"row_530";530;32109698305;0;0;"Inventory";"Inventory";false;86;"Will";5;6;12;"HP flat";1800;"CRate";5;0;"-";6;19;"-";"-";27;"-";"-";"-";9;"-";"Hero";86
"ATK%";18;{"enchanted":false,"gvalue":6};"DEF%";16;{"enchanted":false,"gvalue":4};"SPD";16;{"enchanted":false,"gvalue":2};"CDmg";7;{"enchanted":false,"gvalue":0};"row_531";531;34961968559;0;0;"Inventory";"Inventory";false;96.73;"Will";5;6;15;"HP flat";2448;"RES";5;0;"-";7;"-";"-";18;16;"-";"-";"-";16;"-";"Legend";96.73
"ACC";6;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_532";532;35340762793;0;0;"Inventory";"Inventory";false;76.79;"Will";5;6;8;"HP flat";1320;"ATK%";5;0;14;"-";"-";6;"-";13;"-";"-";"-";"-";6;"Legend";91.07
"ACC";16;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"ATK flat";17;{"enchanted":false,"gvalue":0};"row_533";533;35436363640;0;0;"Inventory";"Inventory";false;72.68;"Will";5;6;12;"HP flat";1800;"";0;0;"-";"-";17;16;"-";6;"-";"-";"-";12;"-";"Hero";72.68
"CDmg";18;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":3};"ATK%";18;{"enchanted":false,"gvalue":4};"HP%";11;{"enchanted":true,"gvalue":6};"row_534";534;38408932690;0;0;"Inventory";"Inventory";false;90.69;"Will";5;6;12;"HP flat";1800;"";0;0;"-";18;"-";"-";18;"-";"-";11;"-";9;"-";"Hero";90.69
"DEF%";19;{"enchanted":false,"gvalue":4};"ATK%";13;{"enchanted":true,"gvalue":6};"CDmg";14;{"enchanted":false,"gvalue":0};"HP%";26;{"enchanted":false,"gvalue":6};"row_535";535;35027080052;0;0;"Inventory";"Inventory";false;101.79;"Will";5;6;12;"HP flat";1800;"";0;0;"-";14;"-";"-";13;19;"-";26;"-";"-";"-";"Legend";101.79
"RES";13;{"enchanted":false,"gvalue":0};"CRate";7;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"ATK%";25;{"enchanted":false,"gvalue":0};"row_536";536;38507916759;0;0;"Inventory";"Inventory";true;91.07;"Will";5;6;12;"HP flat";1800;"";0;0;13;"-";"-";"-";25;"-";"-";"-";"-";11;7;"Legend";91.07
"CRate";5;{"enchanted":false,"gvalue":0};"SPD";20;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"ATK flat";18;{"enchanted":false,"gvalue":0};"row_537";537;38562995076;0;0;"Inventory";"Inventory";false;74.05;"Will";5;6;12;"HP flat";1800;"";0;0;6;"-";18;"-";"-";"-";"-";"-";"-";20;5;"Hero";74.05
"HP%";24;{"enchanted":false,"gvalue":5};"DEF%";18;{"enchanted":false,"gvalue":5};"ACC";6;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_538";538;38588127120;0;0;"Inventory";"Inventory";false;88.93;"Will";5;6;12;"HP flat";1800;"DEF flat";18;0;"-";"-";"-";6;"-";18;"-";24;"-";"-";6;"Hero";88.93
"CRate";11;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_539";539;38614999591;0;0;"Inventory";"Inventory";false;80.65;"Will";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";8;"-";5;"-";"-";"-";17;11;"Hero";80.65
"ACC";20;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":6};"DEF%";13;{"enchanted":true,"gvalue":5};"SPD";13;{"enchanted":false,"gvalue":3};"row_540";540;38616467247;0;0;"Inventory";"Inventory";false;105.65;"Will";5;6;12;"HP flat";1800;"ATK%";8;0;"-";"-";"-";20;"-";13;"-";20;"-";13;"-";"Legend";105.65
"CRate";11;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"DEF%";21;{"enchanted":false,"gvalue":0};"";0;{};"row_541";541;38619692498;0;0;"Inventory";"Inventory";false;71.13;"Will";5;6;9;"HP flat";1440;"";0;0;4;"-";"-";"-";"-";21;"-";"-";"-";"-";11;"Hero";78.27
"HP%";27;{"enchanted":false,"gvalue":0};"DEF flat";15;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"row_542";542;38632182105;0;0;"Inventory";"Inventory";false;78.27;"Will";5;6;12;"HP flat";1800;"CRate";5;0;"-";"-";"-";"-";5;6;15;27;"-";"-";"-";"Hero";78.27
"CDmg";20;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"";0;{};"row_543";543;38640839687;0;0;"Inventory";"Inventory";false;77.91;"Will";5;6;9;"HP flat";1440;"ATK flat";17;0;7;20;"-";"-";"-";14;"-";"-";"-";"-";"-";"Hero";85.05
"DEF%";7;{"enchanted":false,"gvalue":0};"RES";18;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":0};"";0;{};"row_544";544;38641931790;0;0;"Inventory";"Inventory";false;68.75;"Will";5;6;9;"HP flat";1440;"";0;0;18;"-";"-";"-";12;7;"-";"-";"-";"-";"-";"Hero";75.89
"DEF flat";10;{"enchanted":false,"gvalue":0};"ATK%";25;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_545";545;38672153451;0;0;"Inventory";"Inventory";false;74.11;"Will";5;6;9;"HP flat";1440;"CDmg";7;0;"-";"-";"-";"-";25;"-";10;"-";"-";6;"-";"Hero";81.25
"ATK%";12;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"HP%";19;{"enchanted":false,"gvalue":0};"";0;{};"row_546";546;38702036938;0;0;"Inventory";"Inventory";false;73.51;"Will";5;6;9;"HP flat";1440;"SPD";4;0;"-";"-";"-";"-";12;6;"-";19;"-";"-";"-";"Hero";80.65
"CRate";18;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"";0;{};"row_547";547;38702429318;0;0;"Inventory";"Inventory";false;78.57;"Will";5;6;9;"HP flat";1440;"ACC";5;0;"-";"-";"-";"-";"-";7;"-";12;"-";"-";18;"Hero";85.71
"CRate";12;{"enchanted":false,"gvalue":0};"ACC";11;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_549";549;38771273927;0;0;"Inventory";"Inventory";false;71.43;"Will";5;6;9;"HP flat";1440;"";0;0;"-";"-";"-";11;"-";"-";"-";13;"-";"-";12;"Hero";78.57
"ACC";16;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"DEF flat";19;{"enchanted":false,"gvalue":0};"row_550";550;38595813227;0;0;"Inventory";"Inventory";false;74.82;"Will";6;6;9;"ATK%";38;"";0;0;12;"-";"-";16;"-";"-";19;"-";"-";"-";9;"Legend";81.96
"DEF%";19;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_551";551;38614631070;0;0;"Inventory";"Inventory";false;72.32;"Will";6;6;9;"ACC";39;"";0;0;"-";"-";"-";"-";6;19;"-";"-";"-";12;"-";"Hero";79.46
"DEF%";16;{"enchanted":false,"gvalue":9};"ATK%";17;{"enchanted":false,"gvalue":6};"HP flat";1231;{"enchanted":false,"gvalue":539};"SPD";20;{"enchanted":false,"gvalue":3};"row_552";552;37216102573;0;0;"Inventory";"Inventory";false;100.71;"Will";6;6;15;"HP%";63;"";0;0;"-";"-";"-";"-";17;16;"-";"-";1231;20;"-";"Legend";100.71
"ATK%";8;{"enchanted":false,"gvalue":0};"HP flat";250;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"";0;{};"row_553";553;38653469917;0;0;"Inventory";"Inventory";false;49.7;"Will";6;6;0;"DEF%";11;"";0;0;5;"-";"-";"-";8;"-";"-";"-";250;"-";"-";"Hero";78.27
"CRate";13;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"";0;{};"row_554";554;38702522749;0;0;"Inventory";"Inventory";false;73.15;"Will";6;6;9;"HP%";38;"HP flat";149;0;"-";"-";"-";8;15;"-";"-";"-";"-";"-";13;"Hero";80.29
"ATK%";5;{"enchanted":false,"gvalue":0};"DEF flat";19;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"row_555";555;38719120171;0;0;"Inventory";"Inventory";false;53.57;"Will";6;6;0;"RES";12;"ATK flat";16;0;"-";"-";"-";8;5;"-";19;"-";"-";"-";"-";"Hero";82.14
"RES";5;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"";0;{};"row_556";556;38726124615;0;0;"Inventory";"Inventory";false;55.06;"Will";6;6;0;"DEF%";11;"ATK%";6;0;5;"-";"-";4;"-";"-";"-";"-";"-";5;"-";"Hero";83.63
"DEF%";8;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"DEF flat";12;{"enchanted":false,"gvalue":0};"";0;{};"row_557";557;38738360998;0;0;"Inventory";"Inventory";false;58.1;"Will";6;6;0;"RES";12;"SPD";5;0;"-";"-";"-";"-";"-";8;12;"-";"-";"-";6;"Hero";86.67
"HP%";7;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_558";558;38738736490;0;0;"Inventory";"Inventory";false;48.21;"Will";6;6;0;"HP flat";360;"";0;0;"-";"-";"-";7;"-";"-";"-";7;"-";"-";"-";"Rare";76.79
"ATK%";23;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"CRate";13;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"row_559";559;38794476672;0;0;"Inventory";"Inventory";true;91.53;"Will";6;6;12;"DEF%";47;"HP flat";173;0;"-";"-";"-";"-";23;"-";"-";7;"-";10;13;"Legend";91.53
"ACC";7;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_560";560;38800198556;0;0;"Inventory";"Inventory";false;54.34;"Will";6;6;0;"RES";12;"";0;0;"-";6;"-";7;"-";"-";"-";7;"-";"-";"-";"Hero";82.91
"ATK%";19;{"enchanted":false,"gvalue":6};"CRate";17;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"CDmg";9;{"enchanted":false,"gvalue":0};"row_561";561;33755216599;0;0;"Inventory";"Inventory";false;87.46;"Shield";1;6;15;"ATK flat";160;"";0;0;"-";9;"-";6;19;"-";"-";"-";"-";"-";17;"Legend";87.46
"ATK%";12;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"row_562";562;34704318469;0;0;"Inventory";"Inventory";false;75.3;"Shield";1;6;9;"ATK flat";94;"";0;0;12;"-";"-";"-";12;"-";"-";7;"-";"-";10;"Legend";82.44
"ATK%";7;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"row_563";563;38023887577;0;0;"Inventory";"Inventory";false;80.65;"Shield";1;6;12;"ATK flat";118;"ACC";5;0;"-";"-";"-";"-";7;"-";"-";5;"-";21;4;"Hero";80.65
"ACC";12;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":7};"ATK%";21;{"enchanted":false,"gvalue":7};"HP flat";722;{"enchanted":false,"gvalue":0};"row_564";564;38098064423;0;0;"Inventory";"Inventory";false;90.8;"Shield";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";12;21;"-";"-";21;722;"-";"-";"Legend";90.8
"HP%";12;{"enchanted":false,"gvalue":5};"SPD";11;{"enchanted":false,"gvalue":0};"ATK%";27;{"enchanted":false,"gvalue":6};"RES";6;{"enchanted":false,"gvalue":0};"row_565";565;38321690479;0;0;"Inventory";"Inventory";false;93.07;"Shield";1;6;12;"ATK flat";118;"CDmg";4;0;6;"-";"-";"-";27;"-";"-";12;"-";11;"-";"Hero";93.07
"CDmg";12;{"enchanted":false,"gvalue":0};"ATK%";25;{"enchanted":false,"gvalue":6};"CRate";6;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":true,"gvalue":0};"row_566";566;38419138161;0;0;"Inventory";"Inventory";false;83.38;"Shield";1;6;12;"ATK flat";118;"";0;0;"-";12;"-";"-";25;"-";"-";"-";"-";5;6;"Hero";83.38
"ATK%";28;{"enchanted":false,"gvalue":0};"HP flat";154;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"row_567";567;38432083919;0;0;"Inventory";"Inventory";false;74.55;"Shield";1;6;12;"ATK flat";118;"";0;0;7;6;"-";"-";28;"-";"-";"-";154;"-";"-";"Hero";74.55
"SPD";19;{"enchanted":false,"gvalue":4};"HP%";22;{"enchanted":false,"gvalue":7};"ATK%";17;{"enchanted":true,"gvalue":6};"CRate";4;{"enchanted":false,"gvalue":0};"row_568";568;38521067992;0;0;"Inventory";"Inventory";false;102.38;"Shield";1;6;12;"ATK flat";118;"RES";5;0;"-";"-";"-";"-";17;"-";"-";22;"-";19;4;"Hero";102.38
"SPD";14;{"enchanted":false,"gvalue":3};"RES";12;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":7};"HP flat";586;{"enchanted":false,"gvalue":246};"row_569";569;32022083819;0;0;"Inventory";"Inventory";false;85.64;"Shield";1;6;12;"ATK flat";118;"ACC";5;0;12;"-";"-";"-";"-";"-";"-";14;586;14;"-";"Legend";85.64
"RES";6;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_570";570;38762557797;0;0;"Inventory";"Inventory";false;56.05;"Shield";1;6;0;"ATK flat";22;"HP flat";354;0;6;"-";"-";"-";5;"-";"-";8;"-";"-";"-";"Hero";84.62
"SPD";10;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"row_571";571;38763535967;0;0;"Inventory";"Inventory";false;71.13;"Shield";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";13;"-";"-";"-";"-";"-";10;10;"Hero";78.27
"CRate";11;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"HP flat";512;{"enchanted":false,"gvalue":245};"row_572";572;30843037394;0;0;"Inventory";"Inventory";false;77.28;"Shield";2;6;15;"ATK%";63;"";0;0;"-";10;"-";"-";"-";"-";"-";15;512;"-";11;"Hero";77.28
"SPD";21;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"";0;{};"row_573";573;38519713365;0;0;"Inventory";"Inventory";false;78.44;"Shield";2;6;9;"HP%";38;"DEF%";8;0;"-";6;"-";5;"-";"-";"-";"-";"-";21;"-";"Hero";85.59
"DEF flat";14;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"";0;{};"row_574";574;38524759026;0;0;"Inventory";"Inventory";false;71.67;"Shield";2;6;9;"HP%";38;"ATK flat";14;0;"-";"-";"-";"-";"-";12;14;"-";"-";17;"-";"Hero";78.81
"SPD";15;{"enchanted":false,"gvalue":4};"DEF%";20;{"enchanted":false,"gvalue":6};"CDmg";17;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_575";575;32367535238;0;0;"Inventory";"Inventory";false;92.35;"Shield";3;6;12;"DEF flat";118;"";0;0;"-";17;"-";4;"-";20;"-";"-";"-";15;"-";"Legend";92.35
"CRate";6;{"enchanted":false,"gvalue":0};"DEF%";18;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_576";576;33508220508;0;0;"Inventory";"Inventory";false;73.21;"Shield";3;6;6;"DEF flat";70;"";0;0;"-";7;"-";"-";"-";18;"-";8;"-";"-";6;"Legend";87.5
"SPD";15;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"HP flat";375;{"enchanted":false,"gvalue":0};"row_577";577;33731962677;0;0;"Inventory";"Inventory";false;87.59;"Shield";3;6;12;"DEF flat";118;"ACC";8;0;"-";10;"-";"-";"-";"-";"-";"-";375;15;11;"Legend";87.59
"HP%";28;{"enchanted":false,"gvalue":6};"CRate";5;{"enchanted":false,"gvalue":0};"DEF%";18;{"enchanted":false,"gvalue":6};"HP flat";247;{"enchanted":false,"gvalue":0};"row_578";578;38033634484;0;0;"Inventory";"Inventory";false;85.09;"Shield";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";18;"-";28;247;"-";5;"Hero";85.09
"SPD";11;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"row_579";579;38059815232;0;0;"Inventory";"Inventory";false;83.8;"Shield";3;6;12;"DEF flat";118;"ACC";5;0;"-";6;"-";"-";"-";"-";"-";14;"-";11;10;"Hero";83.8
"CDmg";5;{"enchanted":false,"gvalue":0};"RES";16;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"row_580";580;38524279984;0;0;"Inventory";"Inventory";false;75.64;"Shield";3;6;9;"DEF flat";94;"";0;0;16;5;"-";"-";"-";8;"-";15;"-";"-";"-";"Legend";82.78
"CRate";9;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"row_581";581;38753362123;0;0;"Inventory";"Inventory";false;81.55;"Shield";3;6;9;"DEF flat";94;"RES";4;0;"-";"-";"-";15;"-";15;"-";"-";"-";4;9;"Legend";88.69
"HP%";23;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"row_582";582;37701454432;0;0;"Inventory";"Inventory";false;74.58;"Shield";4;6;9;"ATK%";38;"DEF flat";16;0;"-";"-";"-";"-";"-";12;"-";23;"-";4;"-";"Hero";81.73
"SPD";15;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"DEF flat";19;{"enchanted":false,"gvalue":0};"";0;{};"row_583";583;38045782302;0;0;"Inventory";"Inventory";false;74.52;"Shield";4;6;9;"ATK%";38;"CRate";5;0;"-";"-";"-";"-";"-";"-";19;13;"-";15;"-";"Hero";81.67
"SPD";12;{"enchanted":true,"gvalue":4};"HP%";29;{"enchanted":false,"gvalue":7};"RES";14;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":false,"gvalue":7};"row_584";584;38123892601;0;0;"Inventory";"Inventory";false;103.57;"Shield";4;6;15;"ATK%";63;"";0;0;14;"-";"-";"-";"-";17;"-";29;"-";12;"-";"Legend";103.57
"HP%";23;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"HP flat";166;{"enchanted":false,"gvalue":0};"";0;{};"row_585";585;38466672370;0;0;"Inventory";"Inventory";false;69.74;"Shield";4;6;9;"ATK%";38;"";0;0;"-";"-";"-";"-";"-";"-";"-";23;166;10;"-";"Hero";76.88
"DEF flat";16;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_586";586;38763853409;0;0;"Inventory";"Inventory";false;43.67;"Shield";4;6;0;"CRate";7;"";0;0;"-";5;"-";"-";"-";"-";16;"-";"-";"-";"-";"Rare";72.24
"DEF%";8;{"enchanted":false,"gvalue":3};"HP%";23;{"enchanted":false,"gvalue":5};"RES";13;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":3};"row_587";587;31710296491;0;0;"Inventory";"Inventory";false;94.64;"Shield";5;6;12;"HP flat";1800;"ATK flat";10;0;13;"-";"-";"-";"-";8;"-";23;"-";15;"-";"Legend";94.64
"ATK%";20;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"";0;{};"row_588";588;31993556433;0;0;"Inventory";"Inventory";false;69.73;"Shield";5;6;9;"HP flat";1440;"";0;0;"-";10;"-";"-";20;"-";"-";"-";"-";5;"-";"Hero";76.87
"DEF%";13;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"CDmg";19;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"row_589";589;33600468120;0;0;"Inventory";"Inventory";false;89.03;"Shield";5;6;12;"HP flat";1800;"RES";7;0;"-";19;"-";6;"-";13;"-";12;"-";"-";"-";"Legend";89.03
"CRate";4;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":5};"ATK%";20;{"enchanted":false,"gvalue":6};"SPD";14;{"enchanted":false,"gvalue":4};"row_590";590;33602014014;0;0;"Inventory";"Inventory";false;96.43;"Shield";5;6;12;"HP flat";1800;"DEF flat";10;0;"-";"-";"-";"-";20;"-";"-";22;"-";14;4;"Legend";96.43
"CRate";10;{"enchanted":false,"gvalue":0};"SPD";7;{"enchanted":false,"gvalue":2};"ATK%";26;{"enchanted":false,"gvalue":6};"HP%";8;{"enchanted":true,"gvalue":0};"row_591";591;33799496716;0;0;"Inventory";"Inventory";false;86.31;"Shield";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";26;"-";"-";8;"-";7;10;"Hero";86.31
"SPD";10;{"enchanted":false,"gvalue":4};"RES";14;{"enchanted":false,"gvalue":0};"HP%";25;{"enchanted":false,"gvalue":5};"DEF%";12;{"enchanted":true,"gvalue":4};"row_592";592;38432773748;0;0;"Inventory";"Inventory";false;95.65;"Shield";5;6;12;"HP flat";1800;"ATK flat";14;0;14;"-";"-";"-";"-";12;"-";25;"-";10;"-";"Hero";95.65
"SPD";14;{"enchanted":false,"gvalue":2};"HP%";19;{"enchanted":false,"gvalue":6};"ATK%";16;{"enchanted":false,"gvalue":5};"DEF flat";19;{"enchanted":false,"gvalue":0};"row_593";593;38547852761;0;0;"Inventory";"Inventory";false;87.02;"Shield";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";16;"-";19;19;"-";14;"-";"Hero";87.02
"DEF flat";23;{"enchanted":false,"gvalue":0};"SPD";23;{"enchanted":false,"gvalue":0};"ATK flat";12;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_594";594;38548694427;0;0;"Inventory";"Inventory";false;74.7;"Shield";5;6;12;"HP flat";1800;"";0;0;6;"-";12;"-";"-";"-";23;"-";"-";23;"-";"Legend";74.7
"HP%";16;{"enchanted":true,"gvalue":7};"ACC";13;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":6};"SPD";24;{"enchanted":false,"gvalue":3};"row_595";595;38350331934;0;0;"Inventory";"Inventory";false;105.36;"Shield";5;6;15;"HP flat";2448;"RES";6;0;"-";"-";"-";13;"-";11;"-";16;"-";24;"-";"Legend";105.36
"ATK%";31;{"enchanted":false,"gvalue":5};"SPD";6;{"enchanted":false,"gvalue":0};"DEF flat";17;{"enchanted":false,"gvalue":0};"HP flat";231;{"enchanted":false,"gvalue":0};"row_596";596;38380465824;0;0;"Inventory";"Inventory";false;80.24;"Shield";6;6;12;"HP%";47;"RES";5;0;"-";"-";"-";"-";31;"-";17;"-";231;6;"-";"Hero";80.24
"CRate";7;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":false,"gvalue":0};"HP%";23;{"enchanted":false,"gvalue":0};"row_597";597;35082430122;0;0;"Inventory";"Inventory";true;90.99;"Shield";6;6;15;"ATK%";63;"";0;0;"-";11;"-";"-";"-";17;"-";23;"-";"-";7;"Legend";90.99
"CDmg";10;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"ATK%";19;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"row_598";598;36691324753;0;0;"Inventory";"Inventory";false;85.5;"Revenge";1;6;12;"ATK flat";118;"HP%";8;0;4;10;"-";"-";19;"-";"-";"-";"-";"-";10;"Legend";85.5
"RES";8;{"enchanted":false,"gvalue":0};"ATK%";23;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"";0;{};"row_599";599;37867424383;0;0;"Inventory";"Inventory";false;74.11;"Revenge";1;6;9;"ATK flat";94;"";0;0;8;"-";"-";"-";23;"-";"-";"-";"-";9;"-";"Hero";81.25
"HP%";6;{"enchanted":false,"gvalue":0};"ACC";19;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"row_600";600;38081785247;0;0;"Inventory";"Inventory";false;84.22;"Revenge";1;6;12;"ATK flat";118;"HP flat";339;0;"-";12;"-";19;"-";"-";"-";6;"-";"-";9;"Legend";84.22
"SPD";15;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_601";601;38084167559;0;0;"Inventory";"Inventory";false;76.79;"Revenge";1;6;9;"ATK flat";94;"RES";5;0;"-";"-";"-";"-";8;"-";"-";13;"-";15;"-";"Hero";83.93
"HP flat";328;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_602";602;38136553229;0;0;"Inventory";"Inventory";false;72.77;"Revenge";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";4;14;"-";"-";"-";328;15;"-";"Hero";72.77
